Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Supplier,Item_Type,Item_MRP,Sale_Date,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDS11,11.34693627,regular,0.055289464,Flufur,Breads,222.5088,12/02/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,7158.6816
NCZ54,14.65,low fat,0.083698962,Berryhypo,Household,163.4552,30/12/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,2599.2832
FDH32,12.8,low fat,0.076045655,Egopin,Fruits and Vegetables,96.541,08/04/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,3765.099
NCQ17,13.14231395,low fat,0.116366304,Skidssops,Health and Hygiene,158.363,20/12/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,4068.038
FDK38,6.65,low fat,0.053279839,Quaext,Canned,147.7734,04/07/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,2078.6276
NCF55,6.675,low fat,0.021648305,Quaext,Household,35.6874,01/07/2017,OUT013,1987,High,Tier 3,Supermarket Type1,952.7598
FDW39,6.69,regular,0.037060755,Laxnod,Meat,176.837,04/09/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,1411.496
FDX36,12.27710821,regular,0.224607399,Eyecub,Baking Goods,223.1404,15/02/2017,OUT019,1985,Small,Tier 1,Grocery Store,450.0808
FDD47,7.6,regular,0.142699588,Cantouniv,Starchy Foods,171.7448,29/09/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,4431.5648
FDQ46,7.51,low fat,0.103726639,Scalebend,Snack Foods,110.6544,30/10/2018,OUT013,1987,High,Tier 3,Supermarket Type1,1901.5248
FDE56,13.22476938,regular,0.158424516,Muralcell,Fruits and Vegetables,62.4194,10/01/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,2291.0178
FDY39,12.81734421,regular,0.08234117,Loresgunk,Meat,185.7608,15/07/2018,OUT019,1985,Small,Tier 1,Grocery Store,1470.0864
FDG05,11,regular,0.087847141,Randymeri,Frozen Foods,156.863,07/10/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,2972.797
NCR54,13.3847365,low fat,0.158562708,Scalebend,Household,194.711,14/01/2017,OUT019,1985,Small,Tier 1,Grocery Store,196.411
FDX57,17.25,regular,0.047458754,Soughscop,Snack Foods,95.8068,02/08/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,1263.6884
FDC17,12.86706128,low fat,0.015385857,Loresgunk,Frozen Foods,208.9928,03/07/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,9678.0688
DRL60,11.84745989,low fat,0.047377447,Fewcad,Soft Drinks,150.6682,01/11/2017,OUT019,1985,Small,Tier 1,Grocery Store,457.4046
FDO32,6.36,low fat,0.120443298,Lexlee,Fruits and Vegetables,45.406,20/04/2017,OUT013,1987,High,Tier 3,Supermarket Type1,1118.544
NCO29,11.15,low fat,0.032229348,Dreamcoma,Health and Hygiene,163.2526,28/06/2018,OUT013,1987,High,Tier 3,Supermarket Type1,1480.0734
FDJ36,12.27710821,regular,0.127638966,Cantouniv,Baking Goods,104.5332,15/10/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,2563.33
NCF54,18,low fat,0.047473135,Lindymali,Household,170.5422,03/07/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,3103.9596
FDV04,7.825,regular,0.149986868,Hadjiprom,Frozen Foods,158.8288,19/05/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,1414.1592
NCK30,14.85,low fat,0.102065622,Yamned,Household,254.2698,25/10/2018,OUT010,1998,Small,Tier 3,Grocery Store,1775.6886
FDX09,12.98787955,low fat,0.114243048,Hahlee,Snack Foods,174.937,06/08/2018,OUT019,1985,Small,Tier 1,Grocery Store,176.437
FDH53,20.5,regular,0.019183756,Ileumshun,Frozen Foods,83.7592,15/02/2017,OUT013,1987,High,Tier 3,Supermarket Type1,1403.5064
FDT22,10.395,low fat,0.112324552,Muralcell,Snack Foods,60.622,01/08/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,778.986
DRF25,11.84745989,low fat,0.068153091,Scalebend,Soft Drinks,36.019,29/12/2017,OUT019,1985,Small,Tier 1,Grocery Store,73.238
FDG56,13.3,regular,0.071597469,Sanvim,Fruits and Vegetables,60.8536,30/09/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,918.804
FDG38,12.30570501,regular,0.052473797,Egopin,Canned,83.6224,19/05/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,3494.1184
FDS34,19.35,regular,0.076914745,Volfig,Snack Foods,114.8518,27/05/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,1707.777
FDP44,16.5,regular,0.079837509,Booelf,Fruits and Vegetables,102.1332,23/08/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,1743.0644
FDW03,5.63,regular,0.024520854,Skidssops,Meat,102.8306,11/02/2017,OUT013,1987,High,Tier 3,Supermarket Type1,1986.0814
FDU25,12.35,low fat,0.02678995,Wpmtov,Canned,58.9246,18/03/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,926.7936
NCR17,9.8,low fat,0.024432767,Skidssops,Health and Hygiene,116.4492,27/02/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,2780.3808
FDY39,5.305,regular,0.047220268,Laxnod,Meat,181.9608,01/08/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,2388.8904
FDA03,18.5,regular,0.045534457,Volfig,Dairy,146.3102,21/10/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,3645.255
FDG58,10.695,regular,0.066850223,Girthbrin,Snack Foods,156.1972,01/08/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,1869.5664
NCB19,6.525,low fat,0.090806457,Wpmtov,Household,86.4882,20/04/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,1631.8758
FDI07,12.35,regular,0.033813351,Hadjiprom,Meat,198.1426,08/10/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,3757.1094
NCS06,7.935,low fat,0.031730739,Rantsknox,Household,261.091,16/07/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,2366.919
FDX03,15.85,regular,0.102262138,Laxnod,Meat,47.1744,19/12/2017,OUT010,1998,Small,Tier 3,Grocery Store,90.5488
NCK29,5.615,low fat,0.05521598,Volfig,Health and Hygiene,121.973,09/08/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,2463.46
FDH16,10.5,low fat,0.052511611,Lovdom,Frozen Foods,90.783,29/03/2017,OUT013,1987,High,Tier 3,Supermarket Type1,1258.362
FDA55,13.22476938,regular,0.056713056,Wpmtov,Fruits and Vegetables,223.8088,08/06/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,5592.72
FDS20,8.85,low fat,0.053950661,Randymeri,Fruits and Vegetables,182.7292,04/05/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,4925.5884
FDS31,13.1,regular,0.044192372,Midnam,Fruits and Vegetables,180.3318,17/04/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,2345.6134
FDA23,12.27710821,low fat,0.046958533,Piperfide,Baking Goods,101.3016,02/04/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,2327.6368
NCU18,15.1,low fat,0.055829496,Scalebend,Household,140.2496,08/08/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,2681.8424
FDE11,17.7,regular,0.13498355,Midnam,Starchy Foods,184.4924,25/12/2018,OUT013,1987,High,Tier 3,Supermarket Type1,3146.5708
FDE44,14.65,low fat,0.068512943,Midnam,Fruits and Vegetables,49.7692,03/06/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,837.5764
FDV51,16.35,low fat,0.032538896,Lindymali,Meat,165.7842,23/10/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,2652.5472
FDK51,19.85,low fat,0.005264755,Dampswiny,Dairy,264.5884,11/10/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,5829.7448
FDR36,6.715,regular,0.121832956,Ileumshun,Baking Goods,43.5454,07/01/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,838.908
FDU40,20.85,low fat,0.037403973,Muralcell,Frozen Foods,192.5478,06/06/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,2906.217
FDU37,12.30570501,regular,0.10400212,Soughscop,Canned,79.796,26/01/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,4074.696
FDV47,17.1,low fat,0.054162439,Lyerut,Breads,85.3566,12/01/2017,OUT013,1987,High,Tier 3,Supermarket Type1,1775.6886
FDF04,12.86706128,low fat,0.023876708,Hadjiprom,Frozen Foods,258.6304,12/01/2018,OUT019,1985,Small,Tier 1,Grocery Store,516.6608
FDX16,17.85,low fat,0.065797601,Muralcell,Frozen Foods,147.805,26/06/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,1947.465
NCL05,19.6,low fat,0.047857804,Booelf,Health and Hygiene,45.077,21/02/2017,OUT013,1987,High,Tier 3,Supermarket Type1,605.878
NCL30,13.3847365,low fat,0.048703432,Borestabs,Household,125.9336,21/08/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,7158.6816
NCR06,12.5,low fat,0.006765149,Wpmtov,Household,41.7112,04/07/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,383.5008
FDX03,15.85,regular,0.06121988,Muralcell,Meat,45.6744,16/02/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,633.8416
FDR32,6.78,regular,0.068512943,Wpmtov,Fruits and Vegetables,227.4694,19/09/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,3197.1716
FDX04,19.6,regular,0.041563696,Vuggypelf,Frozen Foods,47.6376,22/11/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,335.5632
DRH01,17.5,low fat,0.098457814,Cspkit,Soft Drinks,171.7738,11/04/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,2432.8332
FDO57,20.75,low fat,0.108930629,Ileumshun,Snack Foods,160.9578,28/06/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,1444.1202
FDD11,13.69073077,low fat,0.03046847,Floatchug,Starchy Foods,254.704,03/08/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,3036.048
DRM47,9.3,low fat,0.073288275,Dampswiny,Hard Drinks,189.1846,30/06/2018,OUT010,1998,Small,Tier 3,Grocery Store,382.1692
NCC54,17.75,low fat,0.097692448,Chaoszulu,Health and Hygiene,242.4196,18/09/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,5543.4508
FDC45,17,low fat,0.135944247,Chaoszulu,Fruits and Vegetables,171.5106,08/12/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,1539.9954
FDW46,12.98787955,regular,0.123089128,Arisemews,Snack Foods,63.6484,20/03/2018,OUT019,1985,Small,Tier 1,Grocery Store,65.2484
FDP40,4.555,regular,0.034328578,Lyerut,Frozen Foods,110.1544,25/04/2018,OUT013,1987,High,Tier 3,Supermarket Type1,1230.3984
FDM08,10.1,regular,0.089688978,Humorvane,Fruits and Vegetables,225.5088,27/11/2018,OUT010,1998,Small,Tier 3,Grocery Store,1342.2528
FDV52,20.7,regular,0.121709653,Hadjiprom,Frozen Foods,119.7466,09/09/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,2003.3922
DRB24,8.785,low fat,0.020618957,Fitimp,Soft Drinks,153.0656,29/08/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,4170.5712
NCC54,17.75,low fat,0.163548055,Micronard,Health and Hygiene,239.3196,28/01/2018,OUT010,1998,Small,Tier 3,Grocery Store,723.0588
FDV38,13.4260689,low fat,0.178192864,Arisemews,Dairy,54.9956,13/11/2018,OUT019,1985,Small,Tier 1,Grocery Store,109.1912
FDB36,5.465,regular,0.048625599,Funvex,Baking Goods,129.2626,30/03/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,1311.626
DRH51,13.4260689,low fat,0.170213676,Ileumshun,Dairy,89.5856,25/09/2017,OUT019,1985,Small,Tier 1,Grocery Store,175.7712
FDV45,12.98787955,low fat,0.044829295,Eyecub,Snack Foods,187.4556,03/09/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,7510.224
NCL29,13.14231395,low fat,0.113387677,Fitimp,Health and Hygiene,156.9604,03/12/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,1584.604
FDU14,17.75,low fat,0.058168807,Piperfide,Dairy,249.575,27/05/2018,OUT010,1998,Small,Tier 3,Grocery Store,499.35
FDH17,16.2,regular,0.016650191,Dampswiny,Frozen Foods,97.4726,04/06/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,1174.4712
FDQ15,20.35,regular,0.151044881,Quaext,Meat,79.2276,21/09/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,649.8208
FDZ44,8.185,low fat,0.038948125,Flufur,Fruits and Vegetables,115.4808,09/12/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,820.2656
FDM32,20.5,low fat,0.020688969,Lovdom,Fruits and Vegetables,88.183,29/05/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,719.064
NCP29,8.42,low fat,0.112249781,Funvex,Health and Hygiene,64.3168,29/08/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,703.0848
FDG53,10,low fat,0.046116319,Netpit,Frozen Foods,141.818,19/07/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,838.908
FDT25,7.5,low fat,0.050957715,Egopin,Canned,122.4072,01/10/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,2572.6512
FDM39,13.4260689,low fat,0.053211728,Fitimp,Dairy,177.6002,07/09/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,8417.7094
FDW35,10.6,low fat,0.011111714,Fitimp,Breads,43.8454,25/11/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,671.1264
FDD10,20.6,regular,0.077029195,Betuhs,Snack Foods,177.2344,12/07/2017,OUT010,1998,Small,Tier 3,Grocery Store,892.172
FDH08,13.22476938,low fat,0.017344679,Borestabs,Fruits and Vegetables,230.801,11/02/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,5283.123
DRG37,16.2,low fat,0.019457372,Wpmtov,Soft Drinks,153.9972,26/03/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,1246.3776
FDU01,20.25,regular,0.012063121,Humorvane,Canned,183.5924,16/10/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,2406.2012
NCZ17,12.15,low fat,0.079755214,Humorvane,Health and Hygiene,36.6506,15/06/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,493.3578
FDU34,12.98787955,low fat,0.074830794,Ifsgun,Snack Foods,125.9046,19/06/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,4482.1656
FDB16,8.21,low fat,0.044917289,Loresgunk,Dairy,88.5198,10/11/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,1133.8574
FDG10,6.63,regular,0.018310142,Fewcad,Snack Foods,57.7588,31/03/2018,OUT010,1998,Small,Tier 3,Grocery Store,57.2588
FDH46,6.935,regular,0.041247932,Reeksmisc,Snack Foods,101.8332,09/09/2018,OUT013,1987,High,Tier 3,Supermarket Type1,2255.7304
FDC16,13.4260689,regular,0.0204702,Borestabs,Dairy,88.254,18/09/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,2510.066
FDH50,15,regular,0.161404914,Micronard,Canned,185.8266,30/01/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,1844.266
NCZ18,7.825,low fat,0.186067862,Micronard,Household,255.4698,26/04/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,5073.396
FDJ32,10.695,low fat,0.057792343,Loresgunk,Fruits and Vegetables,61.4536,06/05/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,428.7752
DRI23,18.85,low fat,0.064942556,Randymeri,Hard Drinks,162.0578,06/04/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,3209.156
DRD01,12.1,regular,0.061270647,Forksjohn,Soft Drinks,53.2614,28/05/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,386.8298
FDY02,8.945,regular,0.087823675,Bigshy,Dairy,261.091,23/06/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,3418.883
FDG38,8.975,regular,0.05281112,Loresgunk,Canned,86.6224,18/06/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,1704.448
NCG30,20.2,low fat,0.112495847,Coynow,Household,124.4046,15/07/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,1120.5414
FDO31,6.76,regular,0.029100745,Soughscop,Fruits and Vegetables,80.696,09/09/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.272
NCU42,9,low fat,0.019546214,Rantsknox,Household,168.1474,30/12/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,4211.185
NCG30,20.2,low fat,0.112549008,Midnam,Household,123.1046,21/03/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,1120.5414
NCA30,19,low fat,0.061322313,Midnam,Household,189.1872,20/08/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,567.2616
FDF29,15.1,regular,0.019917598,Chaoszulu,Frozen Foods,129.431,02/04/2018,OUT013,1987,High,Tier 3,Supermarket Type1,3505.437
FDI14,14.1,low fat,0.089817198,Fitimp,Canned,142.7496,18/03/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,3528.74
FDY57,20.2,regular,0.121442754,Lovdom,Snack Foods,94.9752,25/09/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.2528
FDT27,12.81734421,regular,0.069250192,Ifsgun,Meat,232.9616,20/05/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,3515.424
FDM46,12.98787955,low fat,0.159193194,Coynow,Snack Foods,92.712,27/08/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,3635.268
NCD30,13.3847365,low fat,0.061322313,Vuggypelf,Household,98.1726,01/07/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,978.726
FDJ15,13.4260689,regular,0.023209537,Midnam,Dairy,183.3608,10/05/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,6064.1064
NCW05,20.25,low fat,0.148372897,Rantsknox,Health and Hygiene,108.8938,08/11/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,3644.5892
FDT13,14.85,low fat,0.068129315,Randymeri,Canned,187.7214,23/07/2017,OUT010,1998,Small,Tier 3,Grocery Store,188.4214
NCP06,20.7,low fat,0.065689432,Forksjohn,Household,149.7366,14/04/2017,OUT010,1998,Small,Tier 3,Grocery Store,151.1366
FDP03,5.15,regular,0.061301149,Eyecub,Meat,122.1388,31/08/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,2352.9372
NCM30,13.3847365,low fat,0.117825569,Ileumshun,Household,43.2796,05/10/2018,OUT019,1985,Small,Tier 1,Grocery Store,41.2796
FDK20,12.6,regular,0.04152307,Lyerut,Fruits and Vegetables,124.3072,26/07/2018,OUT013,1987,High,Tier 3,Supermarket Type1,5022.7952
FDX01,10.1,low fat,0.024201905,Funvex,Canned,114.915,26/11/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,2796.36
FDV57,15.25,regular,0.066269294,Flufur,Snack Foods,179.666,13/01/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,6471.576
FDY34,10.5,regular,0.01100413,Floatchug,Snack Foods,167.1842,16/10/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,2984.1156
FDP37,12.76820225,low fat,0.250560049,Loresgunk,Breakfast,126.9994,26/11/2018,OUT019,1985,Small,Tier 1,Grocery Store,385.4982
FDP22,14.65,regular,0.099113429,Vuggypelf,Snack Foods,52.8666,07/10/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,461.3994
FDS25,6.885,regular,0.140008554,Betuhs,Canned,108.7228,16/06/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,2542.0244
NCY18,7.285,low fat,0.031278532,Piperfide,Household,176.0054,14/10/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,2626.581
FDO08,11.1,regular,0.05373063,Bigshy,Fruits and Vegetables,165.1526,21/12/2017,OUT013,1987,High,Tier 3,Supermarket Type1,1480.0734
NCI43,13.3847365,low fat,0.025842951,Piperfide,Household,48.6376,02/03/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816
FDH16,10.5,low fat,0.052555346,Ileumshun,Frozen Foods,89.683,04/08/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,988.713
NCZ05,13.14231395,low fat,0.10178199,Bigshy,Health and Hygiene,104.699,28/10/2017,OUT019,1985,Small,Tier 1,Grocery Store,103.199
DRE49,20.75,low fat,0.021293097,Funvex,Soft Drinks,151.9024,27/09/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,2732.4432
FDO09,12.98787955,regular,0.124668026,Eyecub,Snack Foods,261.091,24/06/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,5522.811
FDA08,11.85,regular,0.050043472,Aportzeds,Fruits and Vegetables,164.6526,11/12/2018,OUT013,1987,High,Tier 3,Supermarket Type1,2137.8838
NCD55,14,low fat,0.024468806,Soughscop,Household,41.1454,10/02/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,503.3448
NCR50,20.2,low fat,0.01181025,Reeksmisc,Household,154.634,17/06/2018,OUT013,1987,High,Tier 3,Supermarket Type1,4287.752
NCC06,19,low fat,0.027028323,Betuhs,Household,127.0336,06/05/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,3962.8416
FDC34,16,regular,0.172615327,Airare,Snack Foods,154.5972,11/12/2017,OUT013,1987,High,Tier 3,Supermarket Type1,1869.5664
FDQ49,12.76820225,regular,0.06871772,Floatchug,Breakfast,155.563,18/03/2017,OUT019,1985,Small,Tier 1,Grocery Store,469.389
FDS60,20.85,low fat,0.032421521,Hahlee,Baking Goods,181.666,03/01/2018,OUT013,1987,High,Tier 3,Supermarket Type1,1438.128
FDP10,19,low fat,0.127983545,Ileumshun,Snack Foods,107.6622,16/05/2018,OUT013,1987,High,Tier 3,Supermarket Type1,1270.3464
FDW46,13,regular,0.070288365,Lovdom,Snack Foods,64.3484,13/09/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,2218.4456
FDG53,10,low fat,0.076755106,Loresgunk,Frozen Foods,141.618,26/02/2018,OUT010,1998,Small,Tier 3,Grocery Store,139.818
FDP57,17.5,low fat,0.052434201,Cspkit,Snack Foods,103.999,08/10/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,1857.582
NCP43,13.85328467,low fat,0.053413906,Yamned,Others,181.766,17/05/2017,OUT019,1985,Small,Tier 1,Grocery Store,179.766
FDW49,19.5,low fat,0.083019163,Hadjiprom,Canned,180.2002,13/04/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,5193.9058
FDA28,16.1,regular,0.080010553,Aportzeds,Frozen Foods,124.2362,02/12/2018,OUT010,1998,Small,Tier 3,Grocery Store,377.5086
NCS42,8.6,low fat,0.069403341,Shycrc,Household,91.2146,01/07/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,2554.0088
FDP21,12.98787955,regular,0.025616191,Bigshy,Snack Foods,188.1872,23/12/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,6239.8776
DRJ39,20.25,low fat,0.036326064,Chaoszulu,Dairy,220.1482,27/07/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,3066.6748
FDH12,9.6,low fat,0.085434195,Randymeri,Baking Goods,105.028,24/03/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,2556.672
FDQ13,11.1,low fat,0.010658153,Chaoszulu,Canned,83.0908,09/03/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,1593.9252
NCQ06,13,low fat,0.041994899,Muralcell,Household,254.7014,16/06/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,5100.028
FDL40,12.86706128,low fat,0.011556919,Ifsgun,Frozen Foods,94.741,28/10/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,1641.197
NCE54,20.7,low fat,0.061322313,Cantouniv,Household,74.3354,26/02/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,1880.885
FDL58,5.78,regular,0.124110349,Berryhypo,Snack Foods,262.3568,22/08/2017,OUT010,1998,Small,Tier 3,Grocery Store,790.9704
FDW38,5.325,regular,0.139244918,Chaoszulu,Dairy,53.0298,01/05/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,377.5086
FDD17,7.5,low fat,0.032599801,Lyerut,Frozen Foods,238.1906,28/03/2017,OUT013,1987,High,Tier 3,Supermarket Type1,3327.6684
FDK25,11.6,regular,0.157075658,Loresgunk,Breakfast,166.6474,22/07/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,4211.185
FDR22,12.98787955,regular,0.018472714,Midnam,Snack Foods,109.9544,11/01/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,5257.1568
FDU35,6.44,low fat,0.066255098,Leepad,Breads,99.87,26/05/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,1498.05
FDR35,12.5,low fat,0.020739698,Eyecub,Breads,198.9742,05/07/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,995.371
NCZ18,7.825,low fat,0.186825823,Bigshy,Household,253.5698,15/10/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,3805.047
FDF22,6.865,low fat,0.09512291,Cantouniv,Snack Foods,212.3218,16/10/2017,OUT010,1998,Small,Tier 3,Grocery Store,427.4436
FDD17,7.5,low fat,0.03269312,Cantouniv,Frozen Foods,238.7906,29/09/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,4040.7402
DRD37,9.8,low fat,0.013841737,Hadjiprom,Soft Drinks,45.206,25/08/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,1211.756
FDC08,19,regular,0.103449993,Volfig,Fruits and Vegetables,225.472,02/03/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,3169.208
FDU57,8.27,regular,0.089554186,Vuggypelf,Snack Foods,150.8708,18/10/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,2407.5328
FDZ58,17.85,low fat,0.052257982,Betuhs,Snack Foods,121.8072,28/04/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,2450.144
FDY01,11.8,regular,0.170251293,Wpmtov,Canned,116.4834,27/05/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,1958.1178
FDG09,20.6,regular,0.048131556,Soyvan,Fruits and Vegetables,187.1556,03/03/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,4693.89
NCE54,20.7,low fat,0.026899856,Floatchug,Household,73.9354,23/05/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,677.1186
FDB34,15.25,low fat,0.026663778,Quaext,Snack Foods,87.0198,25/07/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,2442.1544
FDT24,12.35,regular,0.0691693,Bigshy,Baking Goods,76.2328,25/10/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,1544.656
FDZ08,12.5,regular,0.109900843,Floatchug,Fruits and Vegetables,83.0592,01/10/2017,OUT013,1987,High,Tier 3,Supermarket Type1,743.0328
NCI54,15.2,low fat,0.033651278,Funvex,Household,108.9912,25/04/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,1965.4416
FDU34,18.25,low fat,0.075311837,Chaoszulu,Snack Foods,122.6046,13/03/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,2988.1104
FDP23,6.71,low fat,0.066255098,Betuhs,Breads,218.9166,26/01/2017,OUT013,1987,High,Tier 3,Supermarket Type1,2394.8826
NCV29,13.14231395,low fat,0.039996021,Vuggypelf,Health and Hygiene,176.7686,08/02/2018,OUT019,1985,Small,Tier 1,Grocery Store,888.843
